14:57:06.778 [main] DEBUG o.j.logging - Logging Provider: org.jboss.logging.Slf4jLoggerProvider
14:57:06.868 [main] DEBUG o.h.j.HibernatePersistenceProvider - Located and parsed 1 persistence units; checking each
14:57:06.868 [main] DEBUG o.h.j.HibernatePersistenceProvider - Checking persistence-unit [name=persistence-test, explicit-provider=org.hibernate.ejb.HibernatePersistence] against incoming persistence unit name [persistence-test]
14:57:06.869 [main] DEBUG o.h.j.b.s.ProviderChecker - Persistence-unit [persistence-test] requested PersistenceProvider [org.hibernate.ejb.HibernatePersistence]
14:57:06.870 [main] WARN  o.h.j.b.s.ProviderChecker - HHH015016: Encountered a deprecated javax.persistence.spi.PersistenceProvider [org.hibernate.ejb.HibernatePersistence]; [org.hibernate.jpa.HibernatePersistenceProvider] will be used instead.
14:57:06.879 [main] DEBUG o.h.j.i.u.LogHelper - PersistenceUnitInfo [
	name: persistence-test
	persistence provider classname: org.hibernate.ejb.HibernatePersistence
	classloader: null
	excludeUnlistedClasses: false
	JTA datasource: null
	Non JTA datasource: null
	Transaction type: RESOURCE_LOCAL
	PU root URL: file:/C:/Users/nazar/OneDrive/%d0%94%d0%be%d0%ba%d1%83%d0%bc%d0%b5%d0%bd%d1%82%d1%8b/Java%20Projects/Hibernate/target/classes
	Shared Cache Mode: null
	Validation Mode: null
	Jar files URLs []
	Managed classes names []
	Mapping files names []
	Properties [
		hibernate.connection.username: postgres
		hibernate.connection.password: Nazar19971
		hibernate.connection.pool_size: 1
		hibernate.dialect: org.hibernate.dialect.PostgreSQL9Dialect
		hibernate.connection.url: jdbc:postgresql://localhost:5432/postgres
		hibernate.show_sql: true
		hibernate.connection.driver_class: org.postgresql.Driver
		hibernate.current_session_context_class: thread]
14:57:06.884 [main] DEBUG o.h.i.i.IntegratorServiceImpl - Adding Integrator [org.hibernate.cfg.beanvalidation.BeanValidationIntegrator].
14:57:06.886 [main] DEBUG o.h.i.i.IntegratorServiceImpl - Adding Integrator [org.hibernate.secure.spi.JaccIntegrator].
14:57:06.890 [main] DEBUG o.h.i.i.IntegratorServiceImpl - Adding Integrator [org.hibernate.cache.internal.CollectionCacheInvalidator].
14:57:07.003 [main] INFO  o.h.Version - HHH000412: Hibernate Core {5.4.10.Final}
14:57:07.004 [main] DEBUG o.h.c.Environment - HHH000206: hibernate.properties not found
14:57:07.130 [main] DEBUG o.h.s.s.ServiceBinding - Overriding existing service binding [org.hibernate.secure.spi.JaccService]
14:57:07.143 [main] DEBUG o.h.c.i.RegionFactoryInitiator - Cannot default RegionFactory based on registered strategies as `[]` RegionFactory strategies were registered
14:57:07.144 [main] DEBUG o.h.c.i.RegionFactoryInitiator - Cache region factory : org.hibernate.cache.internal.NoCachingRegionFactory
14:57:07.164 [main] INFO  o.h.a.c.Version - HCANN000001: Hibernate Commons Annotations {5.1.0.Final}
, java.vm.specification.vendor=Oracle Corporation, java.specification.name=Java Platform API Specification, hibernate.transaction.coordinator_class=class org.hibernate.resource.transaction.backend.jdbc.internal.JdbcResourceLocalTransactionCoordinatorBuilderImpl, java.awt.graphicsenv=sun.awt.Win32GraphicsEnvironment, javax.persistence.jdbc.driver=org.postgresql.Driver, sun.boot.class.path=C:\Program Files\Java\jdk1.8.0_221\jre\lib\resources.jar;C:\Program Files\Java\jdk1.8.0_221\jre\lib\rt.jar;C:\Program Files\Java\jdk1.8.0_221\jre\lib\sunrsasign.jar;C:\Program Files\Java\jdk1.8.0_221\jre\lib\jsse.jar;C:\Program Files\Java\jdk1.8.0_221\jre\lib\jce.jar;C:\Program Files\Java\jdk1.8.0_221\jre\lib\charsets.jar;C:\Program Files\Java\jdk1.8.0_221\jre\lib\jfr.jar;C:\Program Files\Java\jdk1.8.0_221\jre\classes, user.script=, sun.management.compiler=HotSpot 64-Bit Tiered Compilers, java.runtime.version=1.8.0_221-b11, user.name=nazar, path.separator=;, hibernate.connection.username=****, os.version=10.0, java.endorsed.dirs=C:\Program Files\Java\jdk1.8.0_221\jre\lib\endorsed, java.runtime.name=Java(TM) SE Runtime Environment, hibernate.connection.url=jdbc:postgresql://localhost:5432/postgres, file.encoding=UTF-8, hibernate.ejb.persistenceUnitName=persistence-test, java.vm.name=Java HotSpot(TM) 64-Bit Server VM, hibernate.show_sql=true, hibernate.current_session_context_class=thread, hibernate.connection.driver_class=org.postgresql.Driver, java.vendor.url.bug=http://bugreport.sun.com/bugreport/, java.io.tmpdir=C:\Users\nazar\AppData\Local\Temp\, java.version=1.8.0_221, user.dir=C:\Users\nazar\OneDrive\Документы\Java Projects\Hibernate, os.arch=amd64, java.vm.specification.name=Java Virtual Machine Specification, java.awt.printerjob=sun.awt.windows.WPrinterJob, hibernate.connection.password=****, sun.os.patch.level=, hibernate.boot.CfgXmlAccessService.key=org.hibernate.boot.registry.StandardServiceRegistryBuilder$1@52b56a3e, java.library.path=C:\Program Files\Java\jdk1.8.0_221\bin;C:\WINDOWS\Sun\Java\bin;C:\WINDOWS\system32;C:\WINDOWS;C:\Program Files\Haskell\bin;C:\Program Files\Haskell Platform\8.6.3\lib\extralibs\bin;C:\Program Files\Haskell Platform\8.6.3\bin;C:\Program Files\Microsoft MPI\Bin\;C:\Program Files (x86)\Common Files\Oracle\Java\javapath;C:\Program Files (x86)\Intel\iCLS Client\;C:\Program Files\Intel\iCLS Client\;C:\Windows\system32;C:\Windows;C:\Windows\System32\Wbem;C:\Windows\System32\WindowsPowerShell\v1.0\;C:\Program Files (x86)\Intel\Intel(R) Management Engine Components\DAL;C:\Program Files\Intel\Intel(R) Management Engine Components\DAL;C:\Program Files (x86)\Intel\Intel(R) Management Engine Components\IPT;C:\Program Files\Intel\Intel(R) Management Engine Components\IPT;C:\Program Files (x86)\NVIDIA Corporation\PhysX\Common;C:\WINDOWS\system32;C:\WINDOWS;C:\WINDOWS\System32\Wbem;C:\WINDOWS\System32\WindowsPowerShell\v1.0\;C:\WINDOWS\System32\OpenSSH\;C:\Program Files\Intel\WiFi\bin\;C:\Program Files\Common Files\Intel\WirelessCommon\;C:\Program Files\Git\cmd;C:\Program Files (x86)\Java\jre1.8.0_191\bin;C:\Program Files (x86)\GtkSharp\2.12\bin;C:\Program Files\nodejs\;C:\Program Files\Java\jdk1.8.0_221;C:\Program Files\Java\jdk1.8.0_221;C:\Program Files\apache-maven-3.6.3\bin;C:\Program Files (x86)\Microsoft SQL Server\140\Tools\Binn\;C:\Program Files\Microsoft SQL Server\140\Tools\Binn\;C:\Program Files\Microsoft SQL Server\140\DTS\Binn\;C:\Program Files (x86)\Microsoft SQL Server\140\DTS\Binn\;C:\Program Files\Microsoft SQL Server\Client SDK\ODBC\130\Tools\Binn\;C:\Program Files (x86)\gradle-6.3\bin;C:\Program Files\Haskell Platform\8.6.3\mingw\bin;C:\Program Files (x86)\Yarn\bin\;C:\Users\nazar\AppData\Roaming\cabal\bin;C:\Users\nazar\AppData\Roaming\local\bin;C:\Users\nazar\AppData\Local\Programs\Python\Python37\Scripts\;C:\Users\nazar\AppData\Local\Programs\Python\Python37\;C:\Users\nazar\AppData\Local\Microsoft\WindowsApps;C:\Users\nazar\AppData\Local\GitHubDesktop\bin;C:\Users\nazar\AppData\Local\atom\bin;C:\Users\nazar\AppData\Roaming\npm;C:\Program Files\JetBrains\IntelliJ IDEA 2019.3.1\bin;;C:\Program Files\JetBrains\CLion 2019.3.4\bin;;C:\Users\nazar\AppData\Local\Programs\Microsoft VS Code\bin;C:\Program Files\JetBrains\DataGrip 2020.1\bin;;C:\Users\nazar\AppData\Local\Yarn\bin;C:\Program Files\heroku\bin;., java.vendor=Oracle Corporation, java.vm.info=mixed mode, java.vm.version=25.221-b11, hibernate.bytecode.use_reflection_optimizer=false, sun.io.unicode.encoding=UnicodeLittle, hibernate.connection.pool_size=1, java.ext.dirs=C:\Program Files\Java\jdk1.8.0_221\jre\lib\ext;C:\WINDOWS\Sun\Java\lib\ext, javax.persistence.jdbc.password=****, java.class.version=52.0}
17:10:15.987 [main] DEBUG o.h.s.s.JaccIntegrator - Skipping JACC integration as it was not enabled
17:10:15.989 [main] DEBUG o.h.i.SessionFactoryImpl - Instantiated session factory
17:10:15.989 [main] DEBUG o.h.t.s.TypeConfiguration$Scope - Scoping TypeConfiguration [org.hibernate.type.spi.TypeConfiguration@4ed5eb72] to SessionFactoryImpl [org.hibernate.internal.SessionFactoryImpl@4a9f80d3]
17:10:16.022 [main] DEBUG o.h.b.i.ClassLoaderAccessImpl - Not known whether passed class name [com.bida.dbconection.domain.Developer] is safe
17:10:16.022 [main] DEBUG o.h.b.i.ClassLoaderAccessImpl - No temp ClassLoader provided; using live ClassLoader for loading potentially unsafe class : com.bida.dbconection.domain.Developer
17:10:16.035 [main] DEBUG o.h.t.EnumType - Using NAMED-based conversion for Enum com.bida.dbconection.domain.Sex
17:10:16.035 [main] DEBUG o.h.t.EnumType - Using NAMED-based conversion for Enum com.bida.dbconection.domain.Sex
17:10:16.035 [main] DEBUG o.h.b.i.ClassLoaderAccessImpl - Not known whether passed class name [com.bida.dbconection.domain.Developer] is safe
17:10:16.035 [main] DEBUG o.h.b.i.ClassLoaderAccessImpl - No temp ClassLoader provided; using live ClassLoader for loading potentially unsafe class : com.bida.dbconection.domain.Developer
17:10:16.220 [main] DEBUG o.h.t.EnumType - Using NAMED-based conversion for Enum com.bida.dbconection.domain.Sex
17:10:16.220 [main] DEBUG o.h.t.EnumType - Using NAMED-based conversion for Enum com.bida.dbconection.domain.Sex
17:10:16.229 [main] DEBUG o.h.b.i.ClassLoaderAccessImpl - Not known whether passed class name [com.bida.dbconection.domain.Project] is safe
17:10:16.229 [main] DEBUG o.h.b.i.ClassLoaderAccessImpl - No temp ClassLoader provided; using live ClassLoader for loading potentially unsafe class : com.bida.dbconection.domain.Project
17:10:16.229 [main] DEBUG o.h.b.i.ClassLoaderAccessImpl - Not known whether passed class name [com.bida.dbconection.domain.Project] is safe
17:10:16.229 [main] DEBUG o.h.b.i.ClassLoaderAccessImpl - No temp ClassLoader provided; using live ClassLoader for loading potentially unsafe class : com.bida.dbconection.domain.Project
17:10:16.245 [main] DEBUG o.h.p.e.AbstractEntityPersister - Static SQL for entity: com.bida.dbconection.domain.Developer
17:10:16.245 [main] DEBUG o.h.p.e.AbstractEntityPersister -  Version select: select id_developer from developers where id_developer =?
17:10:16.245 [main] DEBUG o.h.p.e.AbstractEntityPersister -  Snapshot select: select developer_.id_developer, developer_.age as age2_0_, developer_.it_company_id as it_compa3_0_, developer_.name as name4_0_, developer_.salary as salary5_0_, developer_.sex as sex6_0_ from developers developer_ where developer_.id_developer=?
17:10:16.245 [main] DEBUG o.h.p.e.AbstractEntityPersister -  Insert 0: insert into developers (age, it_company_id, name, salary, sex, id_developer) values (?, ?, ?, ?, ?, ?)
17:10:16.245 [main] DEBUG o.h.p.e.AbstractEntityPersister -  Update 0: update developers set age=?, it_company_id=?, name=?, salary=?, sex=? where id_developer=?
17:10:16.245 [main] DEBUG o.h.p.e.AbstractEntityPersister -  Delete 0: delete from developers where id_developer=?
17:10:16.262 [main] DEBUG o.h.l.p.b.i.s.QuerySpacesImpl - Adding QuerySpace : uid = <gen:0> -> org.hibernate.loader.plan.build.internal.spaces.EntityQuerySpaceImpl@6f63c44f]
17:10:16.263 [main] DEBUG o.h.p.w.s.MetamodelGraphWalker - Visiting attribute path : age
17:10:16.263 [main] DEBUG o.h.p.w.s.MetamodelGraphWalker - Visiting attribute path : itCompanyId
17:10:16.263 [main] DEBUG o.h.p.w.s.MetamodelGraphWalker - Visiting attribute path : name
17:10:16.263 [main] DEBUG o.h.p.w.s.MetamodelGraphWalker - Visiting attribute path : salary
17:10:16.263 [main] DEBUG o.h.p.w.s.MetamodelGraphWalker - Visiting attribute path : sex
17:10:16.263 [main] DEBUG o.h.l.p.b.i.FetchStyleLoadPlanBuildingAssociationVisitationStrategy - Building LoadPlan...
17:10:16.273 [main] DEBUG o.h.l.p.e.i.LoadQueryJoinAndFetchProcessor - processing queryspace <gen:0>
17:10:16.276 [main] DEBUG o.h.l.p.b.s.LoadPlanTreePrinter - LoadPlan(entity=com.bida.dbconection.domain.Developer)
    - Returns
       - EntityReturnImpl(entity=com.bida.dbconection.domain.Developer, querySpaceUid=<gen:0>, path=com.bida.dbconection.domain.Developer)
    - QuerySpaces
       - EntityQuerySpaceImpl(uid=<gen:0>, entity=com.bida.dbconection.domain.Developer)
          - SQL table alias mapping - developer0_
          - alias suffix - 0_
          - suffixed key columns - {id_devel1_0_0_}

17:10:16.278 [main] DEBUG o.h.l.e.p.EntityLoader - Static select for entity com.bida.dbconection.domain.Developer [NONE]: select developer0_.id_developer as id_devel1_0_0_, developer0_.age as age2_0_0_, developer0_.it_company_id as it_compa3_0_0_, developer0_.name as name4_0_0_, developer0_.salary as salary5_0_0_, developer0_.sex as sex6_0_0_ from developers developer0_ where developer0_.id_developer=?
17:10:16.278 [main] DEBUG o.h.l.p.b.i.s.QuerySpacesImpl - Adding QuerySpace : uid = <gen:0> -> org.hibernate.loader.plan.build.internal.spaces.EntityQuerySpaceImpl@e93f3d5]
17:10:16.278 [main] DEBUG o.h.p.w.s.MetamodelGraphWalker - Visiting attribute path : age
17:10:16.278 [main] DEBUG o.h.p.w.s.MetamodelGraphWalker - Visiting attribute path : itCompanyId
17:10:16.278 [main] DEBUG o.h.p.w.s.MetamodelGraphWalker - Visiting attribute path : name
17:10:16.278 [main] DEBUG o.h.p.w.s.MetamodelGraphWalker - Visiting attribute path : salary
17:10:16.278 [main] DEBUG o.h.p.w.s.MetamodelGraphWalker - Visiting attribute path : sex
17:10:16.278 [main] DEBUG o.h.l.p.b.i.FetchStyleLoadPlanBuildingAssociationVisitationStrategy - Building LoadPlan...
17:10:16.278 [main] DEBUG o.h.l.p.e.i.LoadQueryJoinAndFetchProcessor - processing queryspace <gen:0>
17:10:16.278 [main] DEBUG o.h.l.p.b.s.LoadPlanTreePrinter - LoadPlan(entity=com.bida.dbconection.domain.Developer)
    - Returns
       - EntityReturnImpl(entity=com.bida.dbconection.domain.Developer, querySpaceUid=<gen:0>, path=com.bida.dbconection.domain.Developer)
    - QuerySpaces
       - EntityQuerySpaceImpl(uid=<gen:0>, entity=com.bida.dbconection.domain.Developer)
          - SQL table alias mapping - developer0_
          - alias suffix - 0_
          - suffixed key columns - {id_devel1_0_0_}

17:10:16.279 [main] DEBUG o.h.l.e.p.EntityLoader - Static select for entity com.bida.dbconection.domain.Developer [READ]: select developer0_.id_developer as id_devel1_0_0_, developer0_.age as age2_0_0_, developer0_.it_company_id as it_compa3_0_0_, developer0_.name as name4_0_0_, developer0_.salary as salary5_0_0_, developer0_.sex as sex6_0_0_ from developers developer0_ where developer0_.id_developer=?
17:10:16.289 [main] DEBUG o.h.l.Loader - Static select for action ACTION_MERGE on entity com.bida.dbconection.domain.Developer: select developer0_.id_developer as id_devel1_0_0_, developer0_.age as age2_0_0_, developer0_.it_company_id as it_compa3_0_0_, developer0_.name as name4_0_0_, developer0_.salary as salary5_0_0_, developer0_.sex as sex6_0_0_ from developers developer0_ where developer0_.id_developer=?
17:10:16.289 [main] DEBUG o.h.l.Loader - Static select for action ACTION_REFRESH on entity com.bida.dbconection.domain.Developer: select developer0_.id_developer as id_devel1_0_0_, developer0_.age as age2_0_0_, developer0_.it_company_id as it_compa3_0_0_, developer0_.name as name4_0_0_, developer0_.salary as salary5_0_0_, developer0_.sex as sex6_0_0_ from developers developer0_ where developer0_.id_developer=?
17:10:16.290 [main] DEBUG o.h.p.e.AbstractEntityPersister - Static SQL for entity: com.bida.dbconection.domain.Project
17:10:16.290 [main] DEBUG o.h.p.e.AbstractEntityPersister -  Version select: select id_project from projects where id_project =?
17:10:16.290 [main] DEBUG o.h.p.e.AbstractEntityPersister -  Snapshot select: select project_.id_project, project_.developers_amount as develope2_1_, project_.end_date as end_date3_1_, project_.name as name4_1_, project_.start_date as start_da5_1_ from projects project_ where project_.id_project=?
17:10:16.290 [main] DEBUG o.h.p.e.AbstractEntityPersister -  Insert 0: insert into projects (developers_amount, end_date, name, start_date, id_project) values (?, ?, ?, ?, ?)
17:10:16.290 [main] DEBUG o.h.p.e.AbstractEntityPersister -  Update 0: update projects set developers_amount=?, end_date=?, name=?, start_date=? where id_project=?
17:10:16.290 [main] DEBUG o.h.p.e.AbstractEntityPersister -  Delete 0: delete from projects where id_project=?
17:10:16.290 [main] DEBUG o.h.l.p.b.i.s.QuerySpacesImpl - Adding QuerySpace : uid = <gen:0> -> org.hibernate.loader.plan.build.internal.spaces.EntityQuerySpaceImpl@2caf6912]
17:10:16.290 [main] DEBUG o.h.p.w.s.MetamodelGraphWalker - Visiting attribute path : developersAmount
17:10:16.290 [main] DEBUG o.h.p.w.s.MetamodelGraphWalker - Visiting attribute path : endDate
17:10:16.290 [main] DEBUG o.h.p.w.s.MetamodelGraphWalker - Visiting attribute path : name
17:10:16.290 [main] DEBUG o.h.p.w.s.MetamodelGraphWalker - Visiting attribute path : startDate
17:10:16.290 [main] DEBUG o.h.l.p.b.i.FetchStyleLoadPlanBuildingAssociationVisitationStrategy - Building LoadPlan...
17:10:16.290 [main] DEBUG o.h.l.p.e.i.LoadQueryJoinAndFetchProcessor - processing queryspace <gen:0>
17:10:16.290 [main] DEBUG o.h.l.p.b.s.LoadPlanTreePrinter - LoadPlan(entity=com.bida.dbconection.domain.Project)
    - Returns
       - EntityReturnImpl(entity=com.bida.dbconection.domain.Project, querySpaceUid=<gen:0>, path=com.bida.dbconection.domain.Project)
    - QuerySpaces
       - EntityQuerySpaceImpl(uid=<gen:0>, entity=com.bida.dbconection.domain.Project)
          - SQL table alias mapping - project0_
          - alias suffix - 0_
          - suffixed key columns - {id_proje1_1_0_}

17:10:16.291 [main] DEBUG o.h.l.e.p.EntityLoader - Static select for entity com.bida.dbconection.domain.Project [NONE]: select project0_.id_project as id_proje1_1_0_, project0_.developers_amount as develope2_1_0_, project0_.end_date as end_date3_1_0_, project0_.name as name4_1_0_, project0_.start_date as start_da5_1_0_ from projects project0_ where project0_.id_project=?
17:10:16.291 [main] DEBUG o.h.l.p.b.i.s.QuerySpacesImpl - Adding QuerySpace : uid = <gen:0> -> org.hibernate.loader.plan.build.internal.spaces.EntityQuerySpaceImpl@34237b90]
17:10:16.291 [main] DEBUG o.h.p.w.s.MetamodelGraphWalker - Visiting attribute path : developersAmount
17:10:16.291 [main] DEBUG o.h.p.w.s.MetamodelGraphWalker - Visiting attribute path : endDate
17:10:16.291 [main] DEBUG o.h.p.w.s.MetamodelGraphWalker - Visiting attribute path : name
17:10:16.291 [main] DEBUG o.h.p.w.s.MetamodelGraphWalker - Visiting attribute path : startDate
17:10:16.291 [main] DEBUG o.h.l.p.b.i.FetchStyleLoadPlanBuildingAssociationVisitationStrategy - Building LoadPlan...
17:10:16.291 [main] DEBUG o.h.l.p.e.i.LoadQueryJoinAndFetchProcessor - processing queryspace <gen:0>
17:10:16.291 [main] DEBUG o.h.l.p.b.s.LoadPlanTreePrinter - LoadPlan(entity=com.bida.dbconection.domain.Project)
    - Returns
       - EntityReturnImpl(entity=com.bida.dbconection.domain.Project, querySpaceUid=<gen:0>, path=com.bida.dbconection.domain.Project)
    - QuerySpaces
       - EntityQuerySpaceImpl(uid=<gen:0>, entity=com.bida.dbconection.domain.Project)
          - SQL table alias mapping - project0_
          - alias suffix - 0_
          - suffixed key columns - {id_proje1_1_0_}

17:10:16.291 [main] DEBUG o.h.l.e.p.EntityLoader - Static select for entity com.bida.dbconection.domain.Project [READ]: select project0_.id_project as id_proje1_1_0_, project0_.developers_amount as develope2_1_0_, project0_.end_date as end_date3_1_0_, project0_.name as name4_1_0_, project0_.start_date as start_da5_1_0_ from projects project0_ where project0_.id_project=?
17:10:16.291 [main] DEBUG o.h.l.Loader - Static select for action ACTION_MERGE on entity com.bida.dbconection.domain.Project: select project0_.id_project as id_proje1_1_0_, project0_.developers_amount as develope2_1_0_, project0_.end_date as end_date3_1_0_, project0_.name as name4_1_0_, project0_.start_date as start_da5_1_0_ from projects project0_ where project0_.id_project=?
17:10:16.292 [main] DEBUG o.h.l.Loader - Static select for action ACTION_REFRESH on entity com.bida.dbconection.domain.Project: select project0_.id_project as id_proje1_1_0_, project0_.developers_amount as develope2_1_0_, project0_.end_date as end_date3_1_0_, project0_.name as name4_1_0_, project0_.start_date as start_da5_1_0_ from projects project0_ where project0_.id_project=?
17:10:16.309 [main] DEBUG o.h.t.EnumType - Using NAMED-based conversion for Enum com.bida.dbconection.domain.Sex
17:10:16.309 [main] DEBUG o.h.t.EnumType - Using NAMED-based conversion for Enum com.bida.dbconection.domain.Sex
17:10:16.313 [main] DEBUG o.h.t.s.s.SchemaManagementToolCoordinator - No actions specified; doing nothing
17:10:16.318 [main] DEBUG o.h.q.s.NamedQueryRepository - Checking 0 named HQL queries
17:10:16.319 [main] DEBUG o.h.q.s.NamedQueryRepository - Checking 0 named SQL queries
17:10:16.325 [main] DEBUG o.h.i.SessionFactoryRegistry - Initializing SessionFactoryRegistry : org.hibernate.internal.SessionFactoryRegistry@5b78fdb1
17:10:16.326 [main] DEBUG o.h.i.SessionFactoryRegistry - Registering SessionFactory: 3e617dbe-904a-4f20-b9e7-4759631194ae (<unnamed>)
17:10:16.327 [main] DEBUG o.h.i.SessionFactoryRegistry - Not binding SessionFactory to JNDI, no JNDI name configured
17:10:16.381 [main] DEBUG o.h.s.i.StatisticsInitiator - Statistics initialized [enabled=false]
17:10:16.386 [main] DEBUG o.h.e.t.i.TransactionImpl - On TransactionImpl creation, JpaCompliance#isJpaTransactionComplianceEnabled == false
17:10:16.386 [main] DEBUG o.h.e.t.i.TransactionImpl - begin
17:10:16.396 [main] DEBUG o.h.SQL - select developer0_.id_developer as id_devel1_0_0_, developer0_.age as age2_0_0_, developer0_.it_company_id as it_compa3_0_0_, developer0_.name as name4_0_0_, developer0_.salary as salary5_0_0_, developer0_.sex as sex6_0_0_ from developers developer0_ where developer0_.id_developer=?
17:10:16.400 [main] DEBUG o.h.l.p.e.p.i.EntityReferenceInitializerImpl - On call to EntityIdentifierReaderImpl#resolve, EntityKey was already known; should only happen on root returns with an optional identifier specified
17:10:16.408 [main] DEBUG o.h.e.i.TwoPhaseLoad - Resolving attributes for [com.bida.dbconection.domain.Developer#7]
17:10:16.409 [main] DEBUG o.h.e.i.TwoPhaseLoad - Processing attribute `age` : value = 34
17:10:16.409 [main] DEBUG o.h.e.i.TwoPhaseLoad - Attribute (`age`)  - enhanced for lazy-loading? - false
17:10:16.409 [main] DEBUG o.h.e.i.TwoPhaseLoad - Processing attribute `itCompanyId` : value = 2
17:10:16.409 [main] DEBUG o.h.e.i.TwoPhaseLoad - Attribute (`itCompanyId`)  - enhanced for lazy-loading? - false
17:10:16.409 [main] DEBUG o.h.e.i.TwoPhaseLoad - Processing attribute `name` : value = SARAN
17:10:16.409 [main] DEBUG o.h.e.i.TwoPhaseLoad - Attribute (`name`)  - enhanced for lazy-loading? - false
17:10:16.409 [main] DEBUG o.h.e.i.TwoPhaseLoad - Processing attribute `salary` : value = 2345
17:10:16.410 [main] DEBUG o.h.e.i.TwoPhaseLoad - Attribute (`salary`)  - enhanced for lazy-loading? - false
17:10:16.410 [main] DEBUG o.h.e.i.TwoPhaseLoad - Processing attribute `sex` : value = MALE
17:10:16.410 [main] DEBUG o.h.e.i.TwoPhaseLoad - Attribute (`sex`)  - enhanced for lazy-loading? - false
17:10:16.411 [main] DEBUG o.h.e.i.TwoPhaseLoad - Done materializing entity [com.bida.dbconection.domain.Developer#7]
17:10:16.412 [main] DEBUG o.h.l.e.p.AbstractLoadPlanBasedEntityLoader - Done entity load : com.bida.dbconection.domain.Developer#7
17:10:16.418 [main] DEBUG o.h.e.t.i.TransactionImpl - committing
17:10:16.418 [main] DEBUG o.h.e.i.AbstractFlushingEventListener - Processing flush-time cascades
17:10:16.419 [main] DEBUG o.h.e.i.AbstractFlushingEventListener - Dirty checking collections
17:10:16.423 [main] DEBUG o.h.e.i.AbstractFlushingEventListener - Flushed: 0 insertions, 0 updates, 1 deletions to 1 objects
17:10:16.423 [main] DEBUG o.h.e.i.AbstractFlushingEventListener - Flushed: 0 (re)creations, 0 updates, 0 removals to 0 collections
17:10:16.424 [main] DEBUG o.h.i.u.EntityPrinter - Listing entities:
17:10:16.424 [main] DEBUG o.h.i.u.EntityPrinter - com.bida.dbconection.domain.Developer{sex=MALE, name=SARAN, id=7, salary=2345, itCompanyId=2, age=34}
17:10:16.429 [main] DEBUG o.h.SQL - delete from developers where id_developer=?
17:10:16.437 [main] DEBUG o.h.r.j.i.LogicalConnectionManagedImpl - Initiating JDBC connection release from afterTransaction
17:10:16.438 [main] DEBUG o.h.r.j.i.LogicalConnectionManagedImpl - Initiating JDBC connection release from afterTransaction
17:10:16.438 [main] DEBUG o.h.e.j.i.JdbcCoordinatorImpl - HHH000420: Closing un-released batch
17:10:16.447 [main] DEBUG o.h.j.HibernatePersistenceProvider - Located and parsed 1 persistence units; checking each
17:10:16.448 [main] DEBUG o.h.j.HibernatePersistenceProvider - Checking persistence-unit [name=persistence-test, explicit-provider=org.hibernate.ejb.HibernatePersistence] against incoming persistence unit name [persistence-test]
17:10:16.448 [main] DEBUG o.h.j.b.s.ProviderChecker - Persistence-unit [persistence-test] requested PersistenceProvider [org.hibernate.ejb.HibernatePersistence]
17:10:16.448 [main] WARN  o.h.j.b.s.ProviderChecker - HHH015016: Encountered a deprecated javax.persistence.spi.PersistenceProvider [org.hibernate.ejb.HibernatePersistence]; [org.hibernate.jpa.HibernatePersistenceProvider] will be used instead.
17:10:16.448 [main] DEBUG o.h.j.i.u.LogHelper - PersistenceUnitInfo [
	name: persistence-test
	persistence provider classname: org.hibernate.ejb.HibernatePersistence
	classloader: null
	excludeUnlistedClasses: false
	JTA datasource: null
	Non JTA datasource: null
	Transaction type: RESOURCE_LOCAL
	PU root URL: file:/C:/Users/nazar/OneDrive/%d0%94%d0%be%d0%ba%d1%83%d0%bc%d0%b5%d0%bd%d1%82%d1%8b/Java%20Projects/Hibernate/target/classes
	Shared Cache Mode: null
	Validation Mode: null
	Jar files URLs []
	Managed classes names []
	Mapping files names []
	Properties [
		hibernate.connection.username: postgres
